"player","salary","season_end","season_start","team","team_name"
"Eric Montross",1760000,1999,1998,"DET","Detroit Pistons"
"Joe Dumars",1000000,1999,1998,"DET","Detroit Pistons"
"Scot Pollard",940920,1999,1998,"DET","Detroit Pistons"
"Randolph Childress",866320,1999,1998,"DET","Detroit Pistons"
"Jud Buechler",850000,1999,1998,"DET","Detroit Pistons"
"Don Reid",800000,1999,1998,"DET","Detroit Pistons"
"Jerome Williams",737880,1999,1998,"DET","Detroit Pistons"
"Khalid Reeves",475000,1999,1998,"DET","Detroit Pistons"
"Charles O\'Bannon",320000,1999,1998,"DET","Detroit Pistons"
"Korleone Young",287500,1999,1998,"DET","Detroit Pistons"
"Grant Hill",6939000,2000,1999,"DET","Detroit Pistons"
"Christian Laettner",6062500,2000,1999,"DET","Detroit Pistons"
"Bison Dele",5770000,2000,1999,"DET","Detroit Pistons"
"Jerry Stackhouse",4781250,2000,1999,"DET","Detroit Pistons"
"Loy Vaught",4180000,2000,1999,"DET","Detroit Pistons"
"Jerome Williams",2550000,2000,1999,"DET","Detroit Pistons"
"Lindsey Hunter",2350000,2000,1999,"DET","Detroit Pistons"
"Michael Curry",2000000,2000,1999,"DET","Detroit Pistons"
"Eric Montross",2000000,2000,1999,"DET","Detroit Pistons"
"Derek Harper",1100000,2000,1999,"DET","Detroit Pistons"
"Jud Buechler",1100000,2000,1999,"DET","Detroit Pistons"
"Don Reid",1000000,2000,1999,"DET","Detroit Pistons"
"Joe Dumars",510000,2000,1999,"DET","Detroit Pistons"
"Terry Mills",510000,2000,1999,"DET","Detroit Pistons"
"John Crotty",477000,2000,1999,"DET","Detroit Pistons"
"Mikki Moore",460000,2000,1999,"DET","Detroit Pistons"
"Jermaine Jackson",302875,2000,1999,"DET","Detroit Pistons"
"Marcus Brown",43294,2000,1999,"DET","Detroit Pistons"
"Pooh Richardson",5882,2000,1999,"DET","Detroit Pistons"
"Jerry Stackhouse",5310000,2001,2000,"DET","Detroit Pistons"
"Ben Wallace",4000000,2001,2000,"DET","Detroit Pistons"
"Dana Barros",3700000,2001,2000,"DET","Detroit Pistons"
"Jud Buechler",3260000,2001,2000,"DET","Detroit Pistons"
"Chucky Atkins",3000000,2001,2000,"DET","Detroit Pistons"
"Jerome Williams",2870000,2001,2000,"DET","Detroit Pistons"
"Mikki Moore",2850000,2001,2000,"DET","Detroit Pistons"
"Joe Smith",2250000,2001,2000,"DET","Detroit Pistons"
"Eric Montross",2240000,2001,2000,"DET","Detroit Pistons"
"Michael Curry",2200000,2001,2000,"DET","Detroit Pistons"
"John Wallace",2200000,2001,2000,"DET","Detroit Pistons"
"Eric Murdock",2100000,2001,2000,"DET","Detroit Pistons"
"Billy Owens",2100000,2001,2000,"DET","Detroit Pistons"
"Mateen Cleaves",1253400,2001,2000,"DET","Detroit Pistons"
"Ansu Sesay",508000,2001,2000,"DET","Detroit Pistons"
"Torraye Braggs",316969,2001,2000,"DET","Detroit Pistons"
"Brian Cardinal",316969,2001,2000,"DET","Detroit Pistons"
"Clifford Robinson",7656250,2002,2001,"DET","Detroit Pistons"
"Jerry Stackhouse",5843750,2002,2001,"DET","Detroit Pistons"
"Ben Wallace",4700000,2002,2001,"DET","Detroit Pistons"
"Corliss Williamson",4000000,2002,2001,"DET","Detroit Pistons"
"Zeljko Rebraca",3500000,2002,2001,"DET","Detroit Pistons"
"Chucky Atkins",3300000,2002,2001,"DET","Detroit Pistons"
"Jon Barry",3175000,2002,2001,"DET","Detroit Pistons"
"Mikki Moore",2531250,2002,2001,"DET","Detroit Pistons"
"Michael Curry",2400000,2002,2001,"DET","Detroit Pistons"
"Rodney White",1693560,2002,2001,"DET","Detroit Pistons"
"Dana Barros",1600000,2002,2001,"DET","Detroit Pistons"
"Victor Alexander",653350,2002,2001,"DET","Detroit Pistons"
"Damon Jones",565850,2002,2001,"DET","Detroit Pistons"
"Brian Cardinal",465850,2002,2001,"DET","Detroit Pistons"
"Ratko Varda",332817,2002,2001,"DET","Detroit Pistons"
"Clifford Robinson",8421875,2003,2002,"DET","Detroit Pistons"
"Ben Wallace",5200000,2003,2002,"DET","Detroit Pistons"
"Chauncey Billups",4546000,2003,2002,"DET","Detroit Pistons"
"Corliss Williamson",4500000,2003,2002,"DET","Detroit Pistons"
"Zeljko Rebraca",3850000,2003,2002,"DET","Detroit Pistons"
"Chucky Atkins",3600000,2003,2002,"DET","Detroit Pistons"
"Jon Barry",3175000,2003,2002,"DET","Detroit Pistons"
"Hubert Davis",2687500,2003,2002,"DET","Detroit Pistons"
"Richard Hamilton",2681783,2003,2002,"DET","Detroit Pistons"
"Michael Curry",2600000,2003,2002,"DET","Detroit Pistons"
"Mikki Moore",2412500,2003,2002,"DET","Detroit Pistons"
"Don Reid",1100000,2003,2002,"DET","Detroit Pistons"
"Mehmet Okur",1000000,2003,2002,"DET","Detroit Pistons"
"Tayshaun Prince",903360,2003,2002,"DET","Detroit Pistons"
"Pepe Sanchez",587435,2003,2002,"DET","Detroit Pistons"
"Bobby Simmons",512435,2003,2002,"DET","Detroit Pistons"
"Richard Hamilton",6500000,2004,2003,"DET","Detroit Pistons"
"Bob Sura",6266666,2004,2003,"DET","Detroit Pistons"
"Ben Wallace",5500000,2004,2003,"DET","Detroit Pistons"
"Chauncey Billups",5000600,2004,2003,"DET","Detroit Pistons"
"Corliss Williamson",5000000,2004,2003,"DET","Detroit Pistons"
"Zeljko Rebraca",4200000,2004,2003,"DET","Detroit Pistons"
"Elden Campbell",4000000,2004,2003,"DET","Detroit Pistons"
"Chucky Atkins",3900000,2004,2003,"DET","Detroit Pistons"
"Darko Milicic",3595800,2004,2003,"DET","Detroit Pistons"
"Lindsey Hunter",3000000,2004,2003,"DET","Detroit Pistons"
"Hubert Davis",2956250,2004,2003,"DET","Detroit Pistons"
"Mehmet Okur",1100000,2004,2003,"DET","Detroit Pistons"
"Tayshaun Prince",971160,2004,2003,"DET","Detroit Pistons"
"Darvin Ham",813679,2004,2003,"DET","Detroit Pistons"
"Tremaine Fowlkes",638679,2004,2003,"DET","Detroit Pistons"
"Rasheed Wallace",9720000,2005,2004,"DET","Detroit Pistons"
"Richard Hamilton",7812500,2005,2004,"DET","Detroit Pistons"
"Ben Wallace",7000000,2005,2004,"DET","Detroit Pistons"
"Chauncey Billups",5455200,2005,2004,"DET","Detroit Pistons"
"Antonio McDyess",4903000,2005,2004,"DET","Detroit Pistons"
"Derrick Coleman",4500000,2005,2004,"DET","Detroit Pistons"
"Elden Campbell",4400000,2005,2004,"DET","Detroit Pistons"
"Darko Milicic",3865440,2005,2004,"DET","Detroit Pistons"
"Lindsey Hunter",1600000,2005,2004,"DET","Detroit Pistons"
"Tayshaun Prince",1038960,2005,2004,"DET","Detroit Pistons"
"Darvin Ham",932546,2005,2004,"DET","Detroit Pistons"
"Amal McCaskill",932546,2005,2004,"DET","Detroit Pistons"
"Carlos Delfino",901920,2005,2004,"DET","Detroit Pistons"
"Smush Parker",695046,2005,2004,"DET","Detroit Pistons"
"Ronald Dupree",620046,2005,2004,"DET","Detroit Pistons"
"Horace Jenkins",385277,2005,2004,"DET","Detroit Pistons"
"Rasheed Wallace",10860000,2006,2005,"DET","Detroit Pistons"
"Richard Hamilton",8625000,2006,2005,"DET","Detroit Pistons"
"Ben Wallace",7500000,2006,2005,"DET","Detroit Pistons"
"Chauncey Billups",5909800,2006,2005,"DET","Detroit Pistons"
"Antonio McDyess",5393300,2006,2005,"DET","Detroit Pistons"
"Darko Milicic",4135200,2006,2005,"DET","Detroit Pistons"
"Carlos Arroyo",4000000,2006,2005,"DET","Detroit Pistons"
"Dale Davis",3500000,2006,2005,"DET","Detroit Pistons"
"Derrick Coleman",2000000,2006,2005,"DET","Detroit Pistons"
"Tayshaun Prince",1763115,2006,2005,"DET","Detroit Pistons"
"Lindsey Hunter",1760000,2006,2005,"DET","Detroit Pistons"
"Maurice Evans",1500000,2006,2005,"DET","Detroit Pistons"
"Carlos Delfino",969696,2006,2005,"DET","Detroit Pistons"
"Jason Maxiell",905640,2006,2005,"DET","Detroit Pistons"
"Alex Acker",398762,2006,2005,"DET","Detroit Pistons"
"Amir Johnson",398762,2006,2005,"DET","Detroit Pistons"
"Rasheed Wallace",11650000,2007,2006,"DET","Detroit Pistons"
"Richard Hamilton",9187500,2007,2006,"DET","Detroit Pistons"
"Tayshaun Prince",7851240,2007,2006,"DET","Detroit Pistons"
"Chauncey Billups",6364400,2007,2006,"DET","Detroit Pistons"
"Antonio McDyess",5883600,2007,2006,"DET","Detroit Pistons"
"Nazr Mohammed",5215000,2007,2006,"DET","Detroit Pistons"
"Dale Davis",3500000,2007,2006,"DET","Detroit Pistons"
"Lindsey Hunter",2250000,2007,2006,"DET","Detroit Pistons"
"Ronald Murray",1750000,2007,2006,"DET","Detroit Pistons"
"Carlos Delfino",1037280,2007,2006,"DET","Detroit Pistons"
"Jason Maxiell",973440,2007,2006,"DET","Detroit Pistons"
"Alex Acker",839209,2007,2006,"DET","Detroit Pistons"
"Ronald Dupree",771331,2007,2006,"DET","Detroit Pistons"
"Amir Johnson",664209,2007,2006,"DET","Detroit Pistons"
"Chris Webber",661024,2007,2006,"DET","Detroit Pistons"
"Will Blalock",412718,2007,2006,"DET","Detroit Pistons"
"Rasheed Wallace",12540000,2008,2007,"DET","Detroit Pistons"
"Chauncey Billups",10000000,2008,2007,"DET","Detroit Pistons"
"Richard Hamilton",10000000,2008,2007,"DET","Detroit Pistons"
"Tayshaun Prince",8675620,2008,2007,"DET","Detroit Pistons"
"Antonio McDyess",6373900,2008,2007,"DET","Detroit Pistons"
"Amir Johnson",3666666,2008,2007,"DET","Detroit Pistons"
"Juan Dixon",2550000,2008,2007,"DET","Detroit Pistons"
"Lindsey Hunter",2250000,2008,2007,"DET","Detroit Pistons"
"Walter Herrmann",1944000,2008,2007,"DET","Detroit Pistons"
"Ronald Murray",1890000,2008,2007,"DET","Detroit Pistons"
"Rodney Stuckey",1569600,2008,2007,"DET","Detroit Pistons"
"Jarvis Hayes",1200000,2008,2007,"DET","Detroit Pistons"
"Jason Maxiell",1041360,2008,2007,"DET","Detroit Pistons"
"Arron Afflalo",944520,2008,2007,"DET","Detroit Pistons"
"Ronald Dupree",826046,2008,2007,"DET","Detroit Pistons"
"Cheikh Samb",427163,2008,2007,"DET","Detroit Pistons"
"Allen Iverson",20840625,2009,2008,"DET","Detroit Pistons"
"Rasheed Wallace",13930000,2009,2008,"DET","Detroit Pistons"
"Richard Hamilton",10812500,2009,2008,"DET","Detroit Pistons"
"Tayshaun Prince",9500000,2009,2008,"DET","Detroit Pistons"
"Kwame Brown",4000000,2009,2008,"DET","Detroit Pistons"
"Amir Johnson",3666667,2009,2008,"DET","Detroit Pistons"
"Walter Herrmann",2000000,2009,2008,"DET","Detroit Pistons"
"Jason Maxiell",1877572,2009,2008,"DET","Detroit Pistons"
"Rodney Stuckey",1687320,2009,2008,"DET","Detroit Pistons"
"Arron Afflalo",1015440,2009,2008,"DET","Detroit Pistons"
"Antonio McDyess",950419,2009,2008,"DET","Detroit Pistons"
"Will Bynum",711517,2009,2008,"DET","Detroit Pistons"
"Walter Sharpe",442114,2009,2008,"DET","Detroit Pistons"
"Richard Hamilton",11625000,2010,2009,"DET","Detroit Pistons"
"Tayshaun Prince",10324380,2010,2009,"DET","Detroit Pistons"
"Ben Gordon",10000000,2010,2009,"DET","Detroit Pistons"
"Charlie Villanueva",6500000,2010,2009,"DET","Detroit Pistons"
"Jason Maxiell",5000000,2010,2009,"DET","Detroit Pistons"
"Kwame Brown",4100000,2010,2009,"DET","Detroit Pistons"
"Chris Wilcox",3000000,2010,2009,"DET","Detroit Pistons"
"Rodney Stuckey",1805040,2010,2009,"DET","Detroit Pistons"
"Fabricio Oberto",1800000,2010,2009,"DET","Detroit Pistons"
"Austin Daye",1677840,2010,2009,"DET","Detroit Pistons"
"Chucky Atkins",1306455,2010,2009,"DET","Detroit Pistons"
"Ben Wallace",1306445,2010,2009,"DET","Detroit Pistons"
"Will Bynum",825497,2010,2009,"DET","Detroit Pistons"
"Jonas Jerebko",457588,2010,2009,"DET","Detroit Pistons"
"DaJuan Summers",457588,2010,2009,"DET","Detroit Pistons"
"Richard Hamilton",12500000,2012,2011,"DET","Detroit Pistons"
"Ben Gordon",11600000,2012,2011,"DET","Detroit Pistons"
"Rodney Stuckey",8500000,2012,2011,"DET","Detroit Pistons"
"Charlie Villanueva",7540000,2012,2011,"DET","Detroit Pistons"
"Tayshaun Prince",6292135,2012,2011,"DET","Detroit Pistons"
"Jason Maxiell",5000000,2012,2011,"DET","Detroit Pistons"
"Jonas Jerebko",4500000,2012,2011,"DET","Detroit Pistons"
"Will Bynum",3250000,2012,2011,"DET","Detroit Pistons"
"Greg Monroe",3007920,2012,2011,"DET","Detroit Pistons"
"Brandon Knight",2563320,2012,2011,"DET","Detroit Pistons"
"Ben Wallace",2246400,2012,2011,"DET","Detroit Pistons"
"Austin Daye",1929600,2012,2011,"DET","Detroit Pistons"
"Damien Wilkins",1146337,2012,2011,"DET","Detroit Pistons"
"Vernon Macklin",473604,2012,2011,"DET","Detroit Pistons"
"Walker Russell",374289,2012,2011,"DET","Detroit Pistons"
"Josh Smith",13500000,2014,2013,"DET","Detroit Pistons"
"Charlie Villanueva",8580000,2014,2013,"DET","Detroit Pistons"
"Rodney Stuckey",8500000,2014,2013,"DET","Detroit Pistons"
"Brandon Jennings",7655503,2014,2013,"DET","Detroit Pistons"
"Jonas Jerebko",4500000,2014,2013,"DET","Detroit Pistons"
"Greg Monroe",4086454,2014,2013,"DET","Detroit Pistons"
"Will Bynum",2790343,2014,2013,"DET","Detroit Pistons"
"Kentavious Caldwell-Pope",2653080,2014,2013,"DET","Detroit Pistons"
"Chauncey Billups",2500000,2014,2013,"DET","Detroit Pistons"
"Andre Drummond",2462400,2014,2013,"DET","Detroit Pistons"
"Kyle Singler",1045000,2014,2013,"DET","Detroit Pistons"
"Josh Harrellson",884293,2014,2013,"DET","Detroit Pistons"
"Josh Smith",14000000,2015,2014,"DET","Detroit Pistons"
"Brandon Jennings",8000000,2015,2014,"DET","Detroit Pistons"
"Ersan Ilyasova",7900000,2015,2014,"DET","Detroit Pistons"
"Tayshaun Prince",7707865,2015,2014,"DET","Detroit Pistons"
"Jodie Meeks",6000000,2015,2014,"DET","Detroit Pistons"
"Greg Monroe",5479934,2015,2014,"DET","Detroit Pistons"
"Joel Anthony",3800000,2015,2014,"DET","Detroit Pistons"
"Anthony Tolliver",3000000,2015,2014,"DET","Detroit Pistons"
"Kentavious Caldwell-Pope",2772480,2015,2014,"DET","Detroit Pistons"
"Andre Drummond",2568360,2015,2014,"DET","Detroit Pistons"
"Reggie Jackson",2204370,2015,2014,"DET","Detroit Pistons"
"Aaron Gray",1227985,2015,2014,"DET","Detroit Pistons"
"Cartier Martin",1145685,2015,2014,"DET","Detroit Pistons"
"Spencer Dinwiddie",700000,2015,2014,"DET","Detroit Pistons"
"John Lucas",123827,2015,2014,"DET","Detroit Pistons"
"Quincy Miller",107676,2015,2014,"DET","Detroit Pistons"
"Tobias Harris",16000000,2016,2015,"DET","Detroit Pistons"
"Reggie Jackson",14000000,2016,2015,"DET","Detroit Pistons"
"Aron Baynes",6500000,2016,2015,"DET","Detroit Pistons"
"Jodie Meeks",6270000,2016,2015,"DET","Detroit Pistons"
"Josh Smith",5400000,2016,2015,"DET","Detroit Pistons"
"Marcus Morris",5000000,2016,2015,"DET","Detroit Pistons"
"Andre Drummond",3272091,2016,2015,"DET","Detroit Pistons"
"Anthony Tolliver",3000000,2016,2015,"DET","Detroit Pistons"
"Kentavious Caldwell-Pope",2891760,2016,2015,"DET","Detroit Pistons"
"Stanley Johnson",2841960,2016,2015,"DET","Detroit Pistons"
"Joel Anthony",2500000,2016,2015,"DET","Detroit Pistons"
"Danny Granger",2170465,2016,2015,"DET","Detroit Pistons"
"Steve Blake",2170465,2016,2015,"DET","Detroit Pistons"
"Cartier Martin",1270964,2016,2015,"DET","Detroit Pistons"
"Reggie Bullock",1252440,2016,2015,"DET","Detroit Pistons"
"Spencer Dinwiddie",845059,2016,2015,"DET","Detroit Pistons"
"Darrun Hilliard",525093,2016,2015,"DET","Detroit Pistons"
"Aaron Gray",452059,2016,2015,"DET","Detroit Pistons"
"Lorenzo Brown",117016,2016,2015,"DET","Detroit Pistons"
"Justin Harper",99418,2016,2015,"DET","Detroit Pistons"
"Adonis Thomas",60000,2016,2015,"DET","Detroit Pistons"
"Andre Drummond",22116750,2017,2016,"DET","Detroit Pistons"
"Tobias Harris",17200000,2017,2016,"DET","Detroit Pistons"
"Reggie Jackson",14956522,2017,2016,"DET","Detroit Pistons"
"Jon Leuer",10991957,2017,2016,"DET","Detroit Pistons"
"Boban Marjanovic",7000000,2017,2016,"DET","Detroit Pistons"
"Aron Baynes",6500000,2017,2016,"DET","Detroit Pistons"
"Ish Smith",6000000,2017,2016,"DET","Detroit Pistons"
"Josh Smith",5400000,2017,2016,"DET","Detroit Pistons"
"Marcus Morris",4625000,2017,2016,"DET","Detroit Pistons"
"Kentavious Caldwell-Pope",3678319,2017,2016,"DET","Detroit Pistons"
"Stanley Johnson",2969880,2017,2016,"DET","Detroit Pistons"
"Reggie Bullock",2255644,2017,2016,"DET","Detroit Pistons"
"Henry Ellenson",1704120,2017,2016,"DET","Detroit Pistons"
"Beno Udrih",1551659,2017,2016,"DET","Detroit Pistons"
"Darrun Hilliard",874636,2017,2016,"DET","Detroit Pistons"
"Michael Gbinije",650000,2017,2016,"DET","Detroit Pistons"
"Aaron Gray",452059,2017,2016,"DET","Detroit Pistons"
"Nikola Jovanovic",30000,2017,2016,"DET","Detroit Pistons"
"Ray McCallum",11949,2017,2016,"DET","Detroit Pistons"
"Andre Drummond",23775506,2018,2017,"DET","Detroit Pistons"
"Tobias Harris",16000000,2018,2017,"DET","Detroit Pistons"
"Reggie Jackson",16000000,2018,2017,"DET","Detroit Pistons"
"Jon Leuer",10497319,2018,2017,"DET","Detroit Pistons"
"Avery Bradley",8808989,2018,2017,"DET","Detroit Pistons"
"Boban Marjanovic",7000000,2018,2017,"DET","Detroit Pistons"
"Langston Galloway",6666667,2018,2017,"DET","Detroit Pistons"
"Ish Smith",6000000,2018,2017,"DET","Detroit Pistons"
"Josh Smith",5400000,2018,2017,"DET","Detroit Pistons"
"Anthony Tolliver",3290000,2018,2017,"DET","Detroit Pistons"
"Stanley Johnson",3097800,2018,2017,"DET","Detroit Pistons"
"Luke Kennard",2759280,2018,2017,"DET","Detroit Pistons"
"Reggie Bullock",2500000,2018,2017,"DET","Detroit Pistons"
"Henry Ellenson",1780800,2018,2017,"DET","Detroit Pistons"
"Eric Moreland",1739333,2018,2017,"DET","Detroit Pistons"
"Michael Gbinije",500000,2018,2017,"DET","Detroit Pistons"
"Aaron Gray",452059,2018,2017,"DET","Detroit Pistons"
"Beno Udrih",25000,2018,2017,"DET","Detroit Pistons"
"Chris Mullin",2850000,1991,1990,"GSW","Golden State Warriors"
"Alton Lister",1700000,1991,1990,"GSW","Golden State Warriors"
"Sarunas Marciulionis",1270000,1991,1990,"GSW","Golden State Warriors"
"Jim Petersen",1235000,1991,1990,"GSW","Golden State Warriors"
"Tyrone Hill",1000000,1991,1990,"GSW","Golden State Warriors"
"Mitch Richmond",850000,1991,1990,"GSW","Golden State Warriors"
"Les Jepsen",505000,1991,1990,"GSW","Golden State Warriors"
"Tim Hardaway",500000,1991,1990,"GSW","Golden State Warriors"
"Rod Higgins",500000,1991,1990,"GSW","Golden State Warriors"
"Tom Tolbert",405000,1991,1990,"GSW","Golden State Warriors"
"Kevin Pritchard",185000,1991,1990,"GSW","Golden State Warriors"
"Paul Mokeski",100000,1991,1990,"GSW","Golden State Warriors"
"Mario Elie",50000,1991,1990,"GSW","Golden State Warriors"
"Chris Mullin",2844000,1992,1991,"GSW","Golden State Warriors"
"Billy Owens",1509000,1992,1991,"GSW","Golden State Warriors"
"Alton Lister",1333000,1992,1991,"GSW","Golden State Warriors"
"Sarunas Marciulionis",1267000,1992,1991,"GSW","Golden State Warriors"
"Tyrone Hill",1200000,1992,1991,"GSW","Golden State Warriors"
"Jim Petersen",936000,1992,1991,"GSW","Golden State Warriors"
"Victor Alexander",750000,1992,1991,"GSW","Golden State Warriors"
"Chris Gatling",700000,1992,1991,"GSW","Golden State Warriors"
"Tim Hardaway",640000,1992,1991,"GSW","Golden State Warriors"
"Rod Higgins",550000,1992,1991,"GSW","Golden State Warriors"
"Tom Tolbert",506000,1992,1991,"GSW","Golden State Warriors"
"Vincent Askew",135000,1992,1991,"GSW","Golden State Warriors"
"Mario Elie",130000,1992,1991,"GSW","Golden State Warriors"
"Chris Mullin",2844000,1993,1992,"GSW","Golden State Warriors"
"Billy Owens",1962000,1993,1992,"GSW","Golden State Warriors"
"Sarunas Marciulionis",1500000,1993,1992,"GSW","Golden State Warriors"
"Tyrone Hill",1400000,1993,1992,"GSW","Golden State Warriors"
"Alton Lister",1283000,1993,1992,"GSW","Golden State Warriors"
"Jim Petersen",1221000,1993,1992,"GSW","Golden State Warriors"
"Victor Alexander",942000,1993,1992,"GSW","Golden State Warriors"
"Chris Gatling",910000,1993,1992,"GSW","Golden State Warriors"
"Tim Hardaway",690000,1993,1992,"GSW","Golden State Warriors"
"Tom Tolbert",606000,1993,1992,"GSW","Golden State Warriors"
"Jeff Grayer",550000,1993,1992,"GSW","Golden State Warriors"
"Latrell Sprewell",550000,1993,1992,"GSW","Golden State Warriors"
"Byron Houston",500000,1993,1992,"GSW","Golden State Warriors"
"Jud Buechler",375000,1993,1992,"GSW","Golden State Warriors"
"Keith Jennings",140000,1993,1992,"GSW","Golden State Warriors"
"Tim Hardaway",3340000,1994,1993,"GSW","Golden State Warriors"
"Chris Mullin",2844000,1994,1993,"GSW","Golden State Warriors"
"Billy Owens",2414000,1994,1993,"GSW","Golden State Warriors"
"Sarunas Marciulionis",1900000,1994,1993,"GSW","Golden State Warriors"
"Chris Webber",1600000,1994,1993,"GSW","Golden State Warriors"
"Jim Petersen",1521000,1994,1993,"GSW","Golden State Warriors"
"Victor Alexander",1160000,1994,1993,"GSW","Golden State Warriors"
"Chris Gatling",1120000,1994,1993,"GSW","Golden State Warriors"
"Jeff Grayer",715000,1994,1993,"GSW","Golden State Warriors"
"Latrell Sprewell",700000,1994,1993,"GSW","Golden State Warriors"
"Byron Houston",600000,1994,1993,"GSW","Golden State Warriors"
"Jud Buechler",375000,1994,1993,"GSW","Golden State Warriors"
"Avery Johnson",300000,1994,1993,"GSW","Golden State Warriors"
"Keith Jennings",250000,1994,1993,"GSW","Golden State Warriors"
"Andre Spencer",250000,1994,1993,"GSW","Golden State Warriors"
"Josh Grant",150000,1994,1993,"GSW","Golden State Warriors"
"Tim Hardaway",3703000,1995,1994,"GSW","Golden State Warriors"
"Rony Seikaly",3297000,1995,1994,"GSW","Golden State Warriors"
"Chris Mullin",2844000,1995,1994,"GSW","Golden State Warriors"
"Ricky Pierce",2500000,1995,1994,"GSW","Golden State Warriors"
"Tom Gugliotta",1625000,1995,1994,"GSW","Golden State Warriors"
"Victor Alexander",1377500,1995,1994,"GSW","Golden State Warriors"
"Chris Gatling",1330000,1995,1994,"GSW","Golden State Warriors"
"Latrell Sprewell",890000,1995,1994,"GSW","Golden State Warriors"
"Carlos Rogers",715000,1995,1994,"GSW","Golden State Warriors"
"Clifford Rozier",650000,1995,1994,"GSW","Golden State Warriors"
"Keith Jennings",350000,1995,1994,"GSW","Golden State Warriors"
"Manute Bol",200000,1995,1994,"GSW","Golden State Warriors"
"Dwayne Morton",150000,1995,1994,"GSW","Golden State Warriors"
"David Wood",150000,1995,1994,"GSW","Golden State Warriors"
"Rod Higgins",15800,1995,1994,"GSW","Golden State Warriors"
"Tim Hardaway",3728000,1996,1995,"GSW","Golden State Warriors"
"Rony Seikaly",3532000,1996,1995,"GSW","Golden State Warriors"
"Chris Mullin",2844000,1996,1995,"GSW","Golden State Warriors"
"Donyell Marshall",2730000,1996,1995,"GSW","Golden State Warriors"
"Joe Smith",2473000,1996,1995,"GSW","Golden State Warriors"
"B.J. Armstrong",2400000,1996,1995,"GSW","Golden State Warriors"
"Chris Gatling",1540000,1996,1995,"GSW","Golden State Warriors"
"Latrell Sprewell",975000,1996,1995,"GSW","Golden State Warriors"
"Clifford Rozier",845000,1996,1995,"GSW","Golden State Warriors"
